url,meta,sender,sender_type,sender_id,page1text,page1emoji,page2text,page2emoji,page3text,page3emoji,page4text,page4emoji,page5text,page5emoji,page6text,page6emoji,page7text,page7emoji,page8text,page8emoji,page9text,page9emoji,page10text,page10emoji,page11text,page11emoji,page12text,page12emoji,page13text,page13emoji,page14text,page14emoji,page15text,page15emoji,page16text,page16emoji,page17text,page17emoji,page18text,page18emoji,page19text,page19emoji,page20text,page20emoji,page21text,page21emoji,page22text,page22emoji,page23text,page23emoji,page24text,page24emoji,questions,maxquestions,sex,age,,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,i-have-received-written-information-about-the-purpose-and-methods-of-the-experiment-i-know-that-my-participation-is-voluntary-and-that-i-can-withdraw-from-the-experiment-at-any-time-without-having-to-give-a-reason-i-give-my-consent-to-participate-in-this-study-,what-is-your-sex,what-is-your-age-group,page6textanswer,how-much-do-you-agree-with-the-statement,page13emojianswer,page9textanswer,page18emojianswer,page8emojianswer,page12emojianswer,page19textanswer,page20textanswer,page18textanswer,page14emojianswer,page3emojianswer,page15textanswer,page16emojianswer,page1emojianswer,page1textanswer,page2textanswer,CK,page15emojianswer,page10emojianswer,page21emojianswer,page14textanswer,page22emojianswer,page11textanswer,page19emojianswer,page17emojianswer,page9emojianswer,page22textanswer,page7textanswer,page4emojianswer,page5textanswer,page12textanswer,page24textanswer,page20emojianswer,page8textanswer,page16textanswer,page23textanswer,page17textanswer,page11emojianswer,page24emojianswer,page7emojianswer,page4textanswer,page21textanswer,page23emojianswer,page6emojianswer,page2emojianswer,page5emojianswer,page3textanswer,page10textanswer,page13textanswer,totaltextanswers,totaltextscore,totalemojianswers,totalemojiscore,emojiscore,textscore
,,Page2_emoji,html.Page,4_40,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,false,true,false,false,true,false,true,false,true,true,false,24,24,100,100,,skipped,,1079307.1500000078,,,1078991.7700000224,1079307.3200000217,2020-10-28T16:36:02.995Z,1079606.147,1603902124,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtlrjlf,,,,,,,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,,,7,7,7,7,7,,,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,,7,7,,,,,,
,,Page17_emoji,html.Page,4_41,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,false,true,false,false,true,false,true,false,true,true,false,24,24,100,100,,skipped,,1079357.6800000155,,,1078991.7700000224,1079357.955000014,2020-10-28T16:36:03.045Z,1079606.147,1603902124,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtlrjlf,,,,,,,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,,,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,,7,7,,,,,,
,,Page23_text,html.Page,4_42,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,false,true,false,false,true,false,true,false,true,true,false,24,24,100,100,,skipped,,1079423.840000003,,,1078991.7700000224,1079424.004999979,2020-10-28T16:36:03.111Z,1079606.147,1603902124,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtlrjlf,,,,,,,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,,,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,,,,,,
,,Page15_emoji,html.Page,4_43,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,false,true,false,false,true,false,true,false,true,true,false,24,24,100,100,,skipped,,1079528.7450000178,,,1078991.7700000224,1079529.2500000214,2020-10-28T16:36:03.216Z,1079606.147,1603902124,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtlrjlf,,,,,,,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,,,,,,
,,Page19_emoji,html.Page,4_44,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,true,false,true,true,false,25,24,100,100,,form submission,13516.357999977423,1079590.6550000072,1079589.475,1079606.147,1093122.5049999775,1093122.8850000189,2020-10-28T16:36:16.810Z,1093317.952,1603902124,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtlrjlf,,,,,,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,,,,,,
,,Page6_text,html.Page,4_45,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,true,false,true,true,false,25,24,100,100,,skipped,,1093185.839999991,,,1093122.5049999775,1093186.6100000334,2020-10-28T16:36:16.874Z,1093317.952,1603902124,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtlrjlf,,,,,7,,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,,,,,,
,,Page19_text,html.Page,4_46,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,true,false,true,true,false,25,24,100,100,,skipped,,1093252.7850000188,,,1093122.5049999775,1093252.9850000283,2020-10-28T16:36:16.940Z,1093317.952,1603902124,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtlrjlf,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,,,,,,
,,Page3_text,html.Page,4_47,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,true,false,true,true,false,25,24,100,100,,skipped,,1093302.7500000317,,,1093122.5049999775,1093302.9300000053,2020-10-28T16:36:16.990Z,1093317.952,1603902124,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtlrjlf,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,
,,Sequence,flow.Sequence,4,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,true,false,true,true,false,25,24,100,100,,completion,996466.3839999775,96558.2600000198,96639.39,96656.121,1093122.5049999775,1093304.4249999803,2020-10-28T16:36:16.992Z,1093317.952,1603902124,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtlrjlf,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,
,,Page,html.Page,5,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,true,false,true,true,false,25,24,100,100,,form submission,11446.118000033777,1093305.085,1093301.342,1093317.952,1104764.0700000338,1104764.840000018,2020-10-28T16:36:28.452Z,1104789.105,1603902124,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtlrjlf,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,24,168,24,168,7,7
,,root,flow.Sequence,,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,true,false,true,true,false,25,24,100,100,,completion,1103792.177000034,950.4750000196509,955.244,971.893,1104764.0700000338,1104767.9500000086,2020-10-28T16:36:28.455Z,1104789.105,1603902124,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtlrjlf,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,24,168,24,168,7,7
[object Object],"{""labjs_version"":""20.1.1"",""labjs_build"":{""flavor"":""production"",""commit"":""c48ac4ada3769e8d34489594ab03097d5f256ac7""},""location"":""https://open-lab.online/test/final-task---level-of-agreeance/5f999b4c0bbbdd5ca04d3e82?fbclid=IwAR3jOI-cQSnIgOx95Hd1eCLAM9GiItjVlkJGMEUJViLSrn4EzI11DRh-4LE"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36"",""platform"":""Win32"",""language"":""en-DK"",""locale"":""en-GB"",""timeZone"":""Europe/Copenhagen"",""timezoneOffset"":-60,""screen_width"":2048,""screen_height"":1280,""scroll_width"":2048,""scroll_height"":1146,""window_innerWidth"":2048,""window_innerHeight"":1170,""devicePixelRatio"":1.25}",Information letter,html.Page,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,24,103,207,,form submission,14043.36500000017,795.5050000018673,795.125,811.755,14855.12000000017,14855.52500000631,2020-10-28T16:24:58.758Z,14869.202,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,785171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Informed consent,html.Page,1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,24,100,100,,form submission,7361.368000006993,14855.865000004997,14852.615,14869.202,22230.570000006992,22230.775000003632,2020-10-28T16:25:06.133Z,22239.533,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Questions about participant,html.Page,2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,24,100,100,,form submission,8327.277000003898,22230.970000004163,22223.078,22239.533,30566.810000003898,30567.01000000612,2020-10-28T16:25:14.469Z,30577.05,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,101,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Information about the experiment,html.Page,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,24,100,100,,form submission,6893.860000003642,30567.205000006652,30560.553,30577.05,37470.91000000364,37471.09000000637,2020-10-28T16:25:21.374Z,37597.486,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Page24_text,html.Page,4_0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,2,24,100,100,,form submission,42817.08900000252,37583.05500000279,37580.691,37597.486,80414.57500000251,80414.76500000135,2020-10-28T16:26:04.318Z,80569.41,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
,,Page5_text,html.Page,4_1,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,3,24,100,100,,form submission,10053.420000000246,80556.15500000567,80552.86,80569.41,90622.83000000025,90623.02500000078,2020-10-28T16:26:14.526Z,90741.318,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,
,,Page18_emoji,html.Page,4_2,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,4,24,100,100,,form submission,44313.19700000345,90728.74500000034,90724.722,90741.318,135054.51500000345,135054.71000000398,2020-10-28T16:26:58.958Z,135197.513,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,4,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,
,,Page23_text,html.Page,4_3,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,5,24,100,100,,form submission,15569.27200000707,135184.91500000528,135181.038,135197.513,150766.78500000708,150766.99000000372,2020-10-28T16:27:14.670Z,150889.068,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,5,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,,,7,,,,,,,,,,,,,,,,,,,
,,Page10_text,html.Page,4_4,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,6,24,100,100,,form submission,106565.2220000015,150874.02500000462,150872.25,150889.068,257454.2900000015,257454.5200000066,2020-10-28T16:29:01.358Z,257776.987,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,6,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,,,7,,,,,,,,,,,,7,,,,,,,
,,Page18_text,html.Page,4_5,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,6,24,100,100,,skipped,,257664.2950000023,,,257454.2900000015,257664.79000000254,2020-10-28T16:29:01.568Z,257776.987,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,7,,,,7,,,,,,,,,,,,7,,,,,,,
,,Page15_emoji,html.Page,4_6,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,7,24,100,100,,form submission,34181.418000004865,257768.70000000054,257760.353,257776.987,291958.40500000486,291958.6200000049,2020-10-28T16:29:35.861Z,292094.61,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,1,,,7,,,,,7,,,,,,,,,7,,,,,,,,,,,,7,,7,,,,7,,,,,,,,,,,,7,,,,,,,
,,Page20_text,html.Page,4_7,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,8,24,100,100,,form submission,73703.53500000067,292080.1150000043,292078.056,292094.61,365798.14500000066,365798.3400000012,2020-10-28T16:30:49.701Z,366049.299,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,5,,,7,,,,7,7,,,,,,,,,7,,,,,,,,,,,,7,,7,,,,7,,,,,,,,,,,,7,,,,,,,
,,Page22_emoji,html.Page,4_8,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,9,24,100,100,,form submission,19372.996000003943,366036.9650000066,366032.632,366049.299,385422.29500000394,385422.49500000617,2020-10-28T16:31:09.326Z,385576.069,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,4,,,7,,,,7,7,,,,,,,,,7,,,,7,,,,,,,,7,,7,,,,7,,,,,,,,,,,,7,,,,,,,
,,Page17_text,html.Page,4_9,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,10,24,100,100,,form submission,8094.446000005235,385562.5450000007,385559.387,385576.069,393670.51500000525,393670.7100000058,2020-10-28T16:31:17.574Z,393913.583,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,7,,,7,,,,7,7,,,,,,,,,7,,,,7,,,,,,,,7,,7,,,,7,7,,,,,,,,,,,7,,,,,,,
,,Page5_emoji,html.Page,4_10,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,10,24,100,100,,skipped,,393783.18500000023,,,393670.51500000525,393783.64500000316,2020-10-28T16:31:17.687Z,393913.583,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,,,,7,,,,7,7,,,,,,,,,7,,,,7,,,,,,,,7,,7,,,,7,7,,,,,,,,,7,,7,,,,,,,
,,Page12_emoji,html.Page,4_11,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,11,24,100,100,,form submission,9812.352000002225,393901.6400000037,393897.086,393913.583,403725.9350000022,403726.12500000105,2020-10-28T16:31:27.629Z,403868.783,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,4,,,7,,7,,7,7,,,,,,,,,7,,,,7,,,,,,,,7,,7,,,,7,7,,,,,,,,,7,,7,,,,,,,
,,Page8_text,html.Page,4_12,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,12,24,100,100,,form submission,15401.387000003422,403854.6350000033,403852.251,403868.783,419270.1700000034,419270.36500000395,2020-10-28T16:31:43.173Z,419393.359,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,3,,,7,,7,,7,7,,,,,,,,,7,,,,7,,,,,,,,7,,7,,7,,7,7,,,,,,,,,7,,7,,,,,,,
,,Page13_emoji,html.Page,4_13,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,13,24,100,100,,form submission,14036.866000003705,419380.65500000084,419376.684,419393.359,433430.2250000037,433430.4400000037,2020-10-28T16:31:57.333Z,433567.345,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,7,7,,7,,7,,7,7,,,,,,,,,7,,,,7,,,,,,,,7,,7,,7,,7,7,,,,,,,,,7,,7,,,,,,,
,,Page11_emoji,html.Page,4_14,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,14,24,100,100,,form submission,12238.72500000603,433551.90500000026,433550.618,433567.345,445806.070000006,445806.27000000095,2020-10-28T16:32:09.709Z,445990.428,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,2,7,,7,,7,,7,7,,,,,,,,,7,,,,7,,,,,,,,7,,7,,7,,7,7,7,,,,,,,,7,,7,,,,,,,
,,Page23_emoji,html.Page,4_15,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,14,24,100,100,,skipped,,445908.6150000003,,,445806.070000006,445908.8250000059,2020-10-28T16:32:09.812Z,445990.428,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,,7,,7,,7,,7,7,,,,,,,,,7,,,,7,,,,,,,,7,,7,,7,,7,7,7,,,,,7,,,7,,7,,,,,,,
,,Page14_text,html.Page,4_16,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,15,24,100,100,,form submission,16375.60200000467,445975.4600000015,445973.675,445990.428,462366.0300000047,462366.2250000052,2020-10-28T16:32:26.269Z,462582.101,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,4,7,,7,,7,,7,7,,,,,,,,,7,,,7,7,,,,,,,,7,,7,,7,,7,7,7,,,,,7,,,7,,7,,,,,,,
,,Page14_emoji,html.Page,4_17,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,15,24,100,100,,skipped,,462484.15000000386,,,462366.0300000047,462485.09000000195,2020-10-28T16:32:26.388Z,462582.101,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,,7,,7,,7,,7,7,7,,,,,,,,7,,,7,7,,,,,,,,7,,7,,7,,7,7,7,,,,,7,,,7,,7,,,,,,,
,,Page7_emoji,html.Page,4_18,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,16,24,100,100,,form submission,33216.104000006395,462567.3850000021,462565.489,462582.101,495798.2050000064,495798.41000000306,2020-10-28T16:32:59.701Z,495932.611,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,4,7,,7,,7,,7,7,7,,,,,,,,7,,,7,7,,,,,,,,7,,7,,7,,7,7,7,,7,,,7,,,7,,7,,,,,,,
,,Page3_text,html.Page,4_19,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,17,24,100,100,,form submission,19753.249000005075,495917.39000000234,495915.942,495932.611,515685.86000000505,515686.0700000034,2020-10-28T16:33:19.589Z,515809.41,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,7,7,,7,,7,,7,7,7,,,,,,,,7,,,7,7,,,,,,,,7,,7,,7,,7,7,7,,7,,,7,,,7,7,7,,,,,,,
,,Page21_emoji,html.Page,4_20,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,true,false,true,false,18,24,100,100,,form submission,23780.265000002866,515796.89500000677,515792.851,515809.41,539589.6750000028,539589.8750000051,2020-10-28T16:33:43.493Z,539705.048,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,7,7,,7,,7,,7,7,7,,,,,,,,7,,7,7,7,,,,,,,,7,,7,,7,,7,7,7,,7,,,7,,,7,7,7,,,,,,,
,,Page2_text,html.Page,4_21,false,false,true,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,true,false,true,false,19,24,100,100,,form submission,6317.102000004379,539691.4500000058,539688.412,539705.048,546022.1500000043,546022.3650000044,2020-10-28T16:33:49.925Z,546658.54,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,,7,,7,,7,,7,7,7,,,,,,7,7,7,,7,7,7,,,,,,,,7,,7,,7,,7,7,7,,7,,,7,,,7,7,7,,,,,,,
,,Page20_emoji,html.Page,4_22,false,false,true,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,true,false,true,false,19,24,100,100,,skipped,,546145.7750000046,,,546022.1500000043,546146.2350000001,2020-10-28T16:33:50.049Z,546658.54,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,,7,,7,,7,,7,7,7,,,,,,7,,7,,7,7,7,,,,,,,,7,,7,7,7,,7,7,7,,7,,,7,,,7,7,7,,,,,,,
,,Page3_emoji,html.Page,4_23,false,false,true,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,true,false,true,false,19,24,100,100,,skipped,,546227.4500000058,,,546022.1500000043,546227.730000006,2020-10-28T16:33:50.131Z,546658.54,1603902867,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgtm05sa,,,,,,,7,,7,,7,,7,7,7,7,,,,,7,,7,,7,7,7,,,,,,,,7,,7,7,7,,7,7,7,,7,,,7,,,7,7,7,,,,,,,
