url,meta,sender,sender_type,sender_id,page1text,page1emoji,page2text,page2emoji,page3text,page3emoji,page4text,page4emoji,page5text,page5emoji,page6text,page6emoji,page7text,page7emoji,page8text,page8emoji,page9text,page9emoji,page10text,page10emoji,page11text,page11emoji,page12text,page12emoji,page13text,page13emoji,page14text,page14emoji,page15text,page15emoji,page16text,page16emoji,page17text,page17emoji,page18text,page18emoji,page19text,page19emoji,page20text,page20emoji,page21text,page21emoji,page22text,page22emoji,page23text,page23emoji,page24text,page24emoji,questions,maxquestions,sex,age,,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,i-have-received-written-information-about-the-purpose-and-methods-of-the-experiment-i-know-that-my-participation-is-voluntary-and-that-i-can-withdraw-from-the-experiment-at-any-time-without-having-to-give-a-reason-i-give-my-consent-to-participate-in-this-study-,what-is-your-sex,what-is-your-age-group,page6textanswer,how-much-do-you-agree-with-the-statement,page13emojianswer,page9textanswer,page18emojianswer,page8emojianswer,page12emojianswer,page19textanswer,page20textanswer,page18textanswer,page14emojianswer,page3emojianswer,page15textanswer,page16emojianswer,page1emojianswer,page1textanswer,page2textanswer,CK,page15emojianswer,page10emojianswer,page21emojianswer,page14textanswer,page22emojianswer,page11textanswer,page19emojianswer,page17emojianswer,page9emojianswer,page22textanswer,page7textanswer,page4emojianswer,page5textanswer,page12textanswer,page24textanswer,page20emojianswer,page8textanswer,page16textanswer,page23textanswer,page17textanswer,page11emojianswer,page24emojianswer,page7emojianswer,page4textanswer,page21textanswer,page23emojianswer,page6emojianswer,page2emojianswer,page5emojianswer,page3textanswer,page10textanswer,page13textanswer,totaltextanswers,totaltextscore,totalemojianswers,totalemojiscore,emojiscore,textscore
,,Page8_text,html.Page,4_18,false,true,true,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,false,true,false,false,false,16,24,100,100,,skipped,,1451626.3000000035,,,1451104.8999999766,1451632.8000000212,2020-10-28T11:20:22.679Z,1451834.233,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,,,7,7,7,7,7,7,7,,,7,7,7,,7,,,,,,,,,,,,7,7,,,,7,7,,7,7,,,7,,,,,,7,,,,,,,,,
,,Page10_emoji,html.Page,4_19,false,true,true,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,false,true,false,false,false,17,24,100,100,,form submission,20841.76699997764,1451825.4000000306,1451817.516,1451834.233,1472675.9999999776,1472677.4999999907,2020-10-28T11:20:43.724Z,1473232.027,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,6,,7,7,7,7,7,7,7,,,7,7,7,,7,,,7,,,,,,,,,7,7,,,,7,7,,7,7,,,7,,,,,,7,,,,,,,,,
,,Page19_emoji,html.Page,4_20,false,true,true,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,false,true,false,false,false,17,24,100,100,,skipped,,1473056.099999987,,,1472675.9999999776,1473057.0999999763,2020-10-28T11:20:44.103Z,1473232.027,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,,,7,7,7,7,7,7,7,,,7,7,7,,7,,,7,,,,,7,,,,7,7,,,,7,7,,7,7,,,7,,,,,,7,,,,,,,,,
,,Page22_emoji,html.Page,4_21,false,true,true,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,18,24,100,100,,form submission,40709.072999996366,1473221.0000000196,1473215.311,1473232.027,1513941.0999999964,1513942.4,2020-10-28T11:21:24.988Z,1514248.375,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,5,,7,7,7,7,7,7,7,,,7,7,7,,7,,,7,,,7,,7,,,,7,7,,,,7,7,,7,7,,,7,,,,,,7,,,,,,,,,
,,Page13_emoji,html.Page,4_22,false,true,true,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,19,24,100,100,,form submission,39530.3250000244,1514242.1999999788,1514231.697,1514248.375,1553778.7000000244,1553780.299999984,2020-10-28T11:22:04.826Z,1554163.588,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,6,7,7,7,7,7,7,7,7,,,7,7,7,,7,,,7,,,7,,7,,,,7,7,,,,7,7,,7,7,,,7,,,,,,7,,,,,,,,,
,,Page5_text,html.Page,4_23,false,true,true,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,19,24,100,100,,skipped,,1554020.0000000186,,,1553778.7000000244,1554020.9000000032,2020-10-28T11:22:05.067Z,1554163.588,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,,7,7,7,7,7,7,7,7,,,7,7,7,,7,,,7,,,7,,7,,,,7,7,7,,,7,7,,7,7,,,7,,,,,,7,,,,,,,,,
,,Page6_emoji,html.Page,4_24,false,true,true,false,false,false,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,20,24,100,100,,form submission,12170.012000012677,1554151.899999997,1554146.872,1554163.588,1566333.6000000127,1566335.1000000257,2020-10-28T11:22:17.381Z,1566616.521,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,2,7,7,7,7,7,7,7,7,,,7,7,7,,7,,,7,,,7,,7,,,,7,7,7,,,7,7,,7,7,,,7,,,,7,,7,,,,,,,,,
,,Page14_text,html.Page,4_25,false,true,true,false,false,false,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,21,24,100,100,,form submission,58933.07900002762,1566612.0000000228,1566599.805,1566616.521,1625549.6000000276,1625550.9999999776,2020-10-28T11:23:16.597Z,1626223.536,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,4,7,7,7,7,7,7,7,7,,,7,7,7,,7,,,7,,7,7,,7,,,,7,7,7,,,7,7,,7,7,,,7,,,,7,,7,,,,,,,,,
,,Page23_emoji,html.Page,4_26,false,true,true,false,false,false,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,21,24,100,100,,skipped,,1625950.300000026,,,1625549.6000000276,1625951.2000000104,2020-10-28T11:23:16.997Z,1626223.536,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,,7,7,7,7,7,7,7,7,,,7,7,7,,7,,,7,,7,7,,7,,,,7,7,7,,,7,7,,7,7,,,7,,,7,7,,7,,,,,,,,,
,,Page10_text,html.Page,4_27,false,true,true,false,false,false,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,21,24,100,100,,skipped,,1626081.200000015,,,1625549.6000000276,1626082.6000000234,2020-10-28T11:23:17.128Z,1626223.536,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,,7,7,7,7,7,7,7,7,,,7,7,7,,7,,,7,,7,7,,7,,,,7,7,7,,,7,7,,7,7,,,7,,,7,7,,7,,7,,,,,,,
,,Page3_emoji,html.Page,4_28,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,22,24,100,100,,form submission,43000.964000011096,1626213.5000000126,1626206.825,1626223.536,1669224.5000000112,1669226.2000000337,2020-10-28T11:24:00.272Z,1669520.047,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,5,7,7,7,7,7,7,7,7,,7,7,7,7,,7,,,7,,7,7,,7,,,,7,7,7,,,7,7,,7,7,,,7,,,7,7,,7,,7,,,,,,,
,,Page24_text,html.Page,4_29,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,23,24,100,100,,form submission,40550.053000011714,1669516.6999999783,1669503.334,1669520.047,1710070.1000000117,1710071.7000000295,2020-10-28T11:24:41.118Z,1710855.837,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,3,7,7,7,7,7,7,7,7,,7,7,7,7,,7,,,7,,7,7,,7,,,,7,7,7,,7,7,7,,7,7,,,7,,,7,7,,7,,7,,,,,,,
,,Page13_text,html.Page,4_30,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,23,24,100,100,,skipped,,1710499.4999999763,,,1710070.1000000117,1710500.6000000285,2020-10-28T11:24:41.546Z,1710855.837,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,,,7,7,7,7,7,7,7,7,,7,7,7,7,,7,,,7,,7,7,,7,,,,7,7,7,,7,7,7,,7,7,,,7,,,7,7,,7,,7,7,,,,,,
,,Page6_text,html.Page,4_31,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,23,24,100,100,,skipped,,1710661.699999997,,,1710070.1000000117,1710662.4000000302,2020-10-28T11:24:41.708Z,1710855.837,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,,7,7,7,7,,7,,,7,,7,7,,7,,,,7,7,7,,7,7,7,,7,7,,,7,,,7,7,,7,,7,7,,,,,,
,,Page11_emoji,html.Page,4_32,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,24,24,100,100,,form submission,30340.563000015216,1710848.500000022,1710839.122,1710855.837,1741196.4000000153,1741198.000000033,2020-10-28T11:25:12.244Z,1742925.947,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,5,7,7,7,7,7,7,7,7,,7,7,7,7,,7,,,7,,7,7,,7,,,,7,7,7,,7,7,7,,7,7,7,,7,,,7,7,,7,,7,7,,,,,,
,,Page17_emoji,html.Page,4_33,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,24,24,100,100,,skipped,,1741981.1999999802,,,1741196.4000000153,1741982.100000023,2020-10-28T11:25:13.028Z,1742925.947,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,,7,7,7,7,,7,,,7,,7,7,,7,7,,,7,7,7,,7,7,7,,7,7,7,,7,,,7,7,,7,,7,7,,,,,,
,,Page1_text,html.Page,4_34,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,24,24,100,100,,skipped,,1742129.2000000249,,,1741196.4000000153,1742130.1000000094,2020-10-28T11:25:13.176Z,1742925.947,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,,,7,,7,7,,7,7,,,7,7,7,,7,7,7,,7,7,7,,7,,,7,7,,7,,7,7,,,,,,
,,Page14_emoji,html.Page,4_35,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,24,24,100,100,,skipped,,1742280.700000003,,,1741196.4000000153,1742281.399999978,2020-10-28T11:25:13.327Z,1742925.947,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,,7,7,,7,7,,,7,7,7,,7,7,7,,7,7,7,,7,,,7,7,,7,,7,7,,,,,,
,,Page3_text,html.Page,4_36,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,24,24,100,100,,skipped,,1742430.3000000073,,,1741196.4000000153,1742431.099999987,2020-10-28T11:25:13.477Z,1742925.947,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,,7,7,,7,7,,,7,7,7,,7,7,7,,7,7,7,,7,,,7,7,,7,7,7,7,,,,,,
,,Page9_emoji,html.Page,4_37,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,24,24,100,100,,skipped,,1742564.3000000273,,,1741196.4000000153,1742565.6000000308,2020-10-28T11:25:13.611Z,1742925.947,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,,7,7,,7,7,7,,7,7,7,,7,7,7,,7,7,7,,7,,,7,7,,7,7,7,7,,,,,,
,,Page12_text,html.Page,4_38,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,24,24,100,100,,skipped,,1742766.500000027,,,1741196.4000000153,1742767.3000000068,2020-10-28T11:25:13.813Z,1742925.947,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,,7,7,,7,7,7,,7,7,7,7,7,7,7,,7,7,7,,7,,,7,7,,7,7,7,7,,,,,,
,,Page21_text,html.Page,4_39,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,form submission,27660.353000024566,1742919.9999999837,1742909.238,1742925.947,1770586.3000000245,1770588.8000000268,2020-10-28T11:25:41.635Z,1771921.374,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,,7,7,,7,7,7,,7,7,7,7,7,7,7,,7,7,7,,7,,7,7,7,,7,7,7,7,,,,,,
,,Page21_emoji,html.Page,4_40,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,skipped,,1770826.7000000342,,,1770586.3000000245,1770828.2999999938,2020-10-28T11:25:41.874Z,1771921.374,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,7,7,7,,7,7,7,,7,7,7,7,7,7,7,,7,7,7,,7,,7,7,7,,7,7,7,7,,,,,,
,,Page24_emoji,html.Page,4_41,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,skipped,,1770961.5999999805,,,1770586.3000000245,1770962.600000028,2020-10-28T11:25:42.009Z,1771921.374,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,7,7,7,,7,7,7,,7,7,7,7,7,7,7,,7,7,7,7,7,,7,7,7,,7,7,7,7,,,,,,
,,Page2_emoji,html.Page,4_42,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,skipped,,1771091.69999999,,,1770586.3000000245,1771093.200000003,2020-10-28T11:25:42.139Z,1771921.374,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,7,7,7,,7,7,7,,7,7,7,7,7,7,7,,7,7,7,7,7,,7,7,7,7,7,7,7,7,,,,,,
,,Page4_text,html.Page,4_43,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,skipped,,1771244.5999999763,,,1770586.3000000245,1771245.8000000333,2020-10-28T11:25:42.292Z,1771921.374,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,7,7,7,,7,7,7,,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,
,,Page16_text,html.Page,4_44,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,skipped,,1771379.5999999857,,,1770586.3000000245,1771380.6000000332,2020-10-28T11:25:42.426Z,1771921.374,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,7,7,7,,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,
,,Page22_text,html.Page,4_45,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,skipped,,1771512.7000000211,,,1770586.3000000245,1771514.2000000342,2020-10-28T11:25:42.560Z,1771921.374,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,
,,Page15_emoji,html.Page,4_46,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,skipped,,1771712.7000000328,,,1770586.3000000245,1771713.999999978,2020-10-28T11:25:42.760Z,1771921.374,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,
,,Page11_text,html.Page,4_47,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,skipped,,1771894.0000000293,,,1770586.3000000245,1771894.9000000139,2020-10-28T11:25:42.941Z,1771921.374,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,
,,Sequence,flow.Sequence,4,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,completion,1745462.0290000245,24863.100000016857,25090.859,25124.271,1770586.3000000245,1771900.2999999793,2020-10-28T11:25:42.946Z,1771921.374,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,
,,Page,html.Page,5,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,form submission,8175.626000008779,1771902.6000000304,1771887.949,1771921.374,1780097.0000000088,1780100.1999999862,2020-10-28T11:25:51.146Z,1780111.213,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,24,168,24,168,7,7
,,root,flow.Sequence,,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,25,24,100,100,,completion,1778571.9970000088,1523.700000019744,1508.285,1525.003,1780097.0000000088,1780107.6999999932,2020-10-28T11:25:51.154Z,1780111.213,1603880038,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8ke0c,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,24,168,24,168,7,7
[object Object],"{""labjs_version"":""20.1.1"",""labjs_build"":{""flavor"":""production"",""commit"":""c48ac4ada3769e8d34489594ab03097d5f256ac7""},""location"":""https://open-lab.online/test/final-task---level-of-agreeance/5f9945830bbbdd5ca04d3c2a?fbclid=IwAR2Vhzz8JLh_ueD9oNuMXvFaFDW_jo8wdd3iDVdspUnHHdE4zey1A_99JEA"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36"",""platform"":""MacIntel"",""language"":""da-DK"",""locale"":""da"",""timeZone"":""Europe/Copenhagen"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1410,""scroll_height"":687,""window_innerWidth"":1410,""window_innerHeight"":711,""devicePixelRatio"":1}",Information letter,html.Page,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,24,103,207,,form submission,5370.890999999893,780.9050000000752,780.937,797.604,6168.4949999998935,6169.365000000198,2020-10-28T10:18:49.814Z,6164.378,1603881078,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8xhlx,212496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Informed consent,html.Page,1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,24,100,100,,form submission,5731.642000000135,6170.434999999998,6147.711,6164.378,11896.020000000135,11896.61500000011,2020-10-28T10:18:55.541Z,11898.336,1603881078,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8xhlx,,undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Questions about participant,html.Page,2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,24,100,100,,form submission,5456.2889999999425,11897.175000000061,11881.669,11898.336,17354.62499999994,17354.98000000007,2020-10-28T10:19:01.000Z,17381.779,1603881078,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8xhlx,,,102,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Information about the experiment,html.Page,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,24,100,100,,form submission,1929.4809999999488,17355.294999999842,17365.112,17381.779,19311.259999999947,19311.69,2020-10-28T10:19:02.956Z,19415.153,1603881078,full,final-task---level-of-agreeance,5f99360d0bbbdd5ca04d3b63,participant,hcpibiaokgt8xhlx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
